id,training_data_type,question,content
1840461-doc,documentation,,"The following columns are in the BTP_BTR_KLM table in the GEN_AI_NEW database:

|     | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME   | COLUMN_NAME             | DATA_TYPE   |
|----:|:----------------|:---------------|:-------------|:------------------------|:------------|
| 169 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | SALESORDER_ID           | varchar     |
| 170 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | SALES_LINENUM           | varchar     |
| 171 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | SCHEDLINE               | varchar     |
| 172 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PRODUCTFORM             | varchar     |
| 173 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PLANT                   | varchar     |
| 174 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | MOQ_STATUS              | varchar     |
| 175 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | ORDER_WIDTH             | float       |
| 176 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | ORDER_THICKNESS         | float       |
| 177 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PRODUCED_MATERIAL       | varchar     |
| 178 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | CONSUMING_MATERIAL      | varchar     |
| 179 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | JSW_GRADE               | varchar     |
| 180 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | OUTPUT_WIDTH            | float       |
| 181 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | OUTPUT_THICKNESS        | float       |
| 182 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | CONSUMED_QTY            | float       |
| 183 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | BALANCE_TO_DISPATCH_QTY | float       |
| 184 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | CUST_NAME               | varchar     |
| 185 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | OP_PROMISE_DATE         | date        |
| 186 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | ITEM                    | varchar     |
| 187 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PRODUCTIONORDERID       | varchar     |
| 188 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | ROUTINGID               | varchar     |
| 189 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | RES                     | varchar     |
| 190 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | OPERATION               | varchar     |
| 191 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | OPERATIONSEQ            | varchar     |
| 192 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PRIMARYRESOURCENAME     | varchar     |
| 193 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PLANNEDSTARTDATE        | datetime2   |
| 194 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PLANNEDENDDATE          | datetime2   |
| 195 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | QTYPRODUCED             | float       |
| 196 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | EPST                    | date        |
| 197 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | LPST                    | date        |
| 198 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | BALANCEQUEUETIME        | float       |
| 199 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | QTYSTARTED              | float       |
| 200 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | STDRUNTIME              | float       |
| 201 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PLANNEDREADYDATE        | date        |
| 202 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | SIMULATION_NAME         | varchar     |
| 203 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | CRSD                    | date        |
| 204 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PRODUCTION_CONFIRMED    | varchar     |
| 205 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | FP_FIRST_COMMIT_DATE    | date        |
| 206 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | FP_LATEST_COMMIT_DATE   | date        |
| 207 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | ORDER_TYPE              | varchar     |
| 208 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | SEGMENT                 | varchar     |
| 209 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PRIORITY_NUM            | float       |
| 210 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | SEGMENTATION            | varchar     |
| 211 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | WIDTH                   | smallint    |
| 212 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | THICKNESS               | float       |
| 213 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | LENGTH                  | varchar     |
| 214 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | AL_ZINC_COATING_MIN     | varchar     |
| 215 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | TOP_COLOUR              | varchar     |
| 216 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | BOTTOM_COLOUR           | varchar     |
| 217 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | ZINC_COATING            | smallint    |
| 218 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | GUARD_FILM              | varchar     |
| 219 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | COIL_ID_MM              | smallint    |
| 220 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | CUST_SURFACE_FINISH     | varchar     |
| 221 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | S_SPANGLE_TYPE          | varchar     |
| 222 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | S_PASSIVATION           | varchar     |
| 223 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | S_PAINT_TYPE            | varchar     |
| 224 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | END_APPLICATION         | varchar     |
| 225 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | TIN_COAT_TOP            | varchar     |
| 226 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | TIN_COAT_BOT            | varchar     |
| 227 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | TIN_REDUCTION_TYPE      | varchar     |
| 228 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | TIN_PRODUCT_CATEGORY    | varchar     |
| 229 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | MODE_OF_TRANSPORT       | varchar     |
| 230 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | UNLOADING_POINT         | varchar     |
| 231 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | RECEIVING_POINT         | varchar     |
| 232 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | FG_GRADE                | varchar     |
| 233 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | GRADEFAMILY             | varchar     |
| 234 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | GRADE_CHARACTERISTIC    | varchar     |
| 235 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | COIL_WT_MIN             | float       |
| 236 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | COIL_WT_MAX             | float       |
| 237 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | FG_QTY                  | varchar     |
| 238 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | WIP_QTY                 | varchar     |
| 239 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | ORDER_LATENESS          | smallint    |
| 240 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | ORDER_STATUS            | varchar     |
| 241 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | PROD_RATE               | float       |
| 242 | GEN_AI_NEW      | dbo            | BTP_BTR_KLM  | YIELD                   | float       |"
407060-sql,sql,Can you provide the most underutilized resources at the Kalmeshwar plant?,"select LOC AS Plant, res as Resource,CONCAT(ROUND(pct_used,2),'%') as Percentage_Utilised from resource_utilization where res not like '%DUMMY%' AND Total_produced_qty <> ' ' and pct_used <55  AND LOC ='1018';"
402267-sql,sql,What are the bottleneck resources causing order delays?,"SELECT TOP 5 RES, Operation, COUNT(DISTINCT PART_ID) AS ORDER_COUNT, ROUND(SUM(DISTINCT Order_Qty), 0) AS ORDER_QTY FROM [GEN_AI_NEW].[dbo].[late_order_reasons] WHERE REASON_CATEGORY = 'Capacity Constraint' AND Late_Reason LIKE 'CAO Push:%' AND Product_Form = 'S_PPGLCF' GROUP BY RES, Operation ORDER BY ORDER_QTY DESC;"
394105-sql,sql,Which product group has the lowest fill rate in the upcoming month?,"SELECT PRODUCT_GRP AS Product_Group, ROUND(SUM(TOTAL_ORDER), 0) AS Total_Orders, ROUND(SUM(TOTAL_ALLOCATION), 0) AS Total_Met_Orders, CONCAT(ROUND((SUM(TOTAL_ALLOCATION) / SUM(TOTAL_ORDER)) * 100, 0), '%') AS Fill_Rate FROM udt_order_fulfillment WHERE simulation_name = 'MONTHLY_MAX_DEMSAT' AND MONTH = '01-08-24' GROUP BY PRODUCT_GRP ORDER BY SUM(TOTAL_ALLOCATION) / SUM(TOTAL_ORDER) ASC;"
407065-sql,sql,"What are the possible reasons for resource underutilization, and what corrective actions can be taken?",select  * from possible_reasons;
402264-sql,sql,Show me the top 3 reasons for order delays.,"SELECT TOP 3 REASON_CATEGORY, COUNT(DISTINCT PART_ID) AS ORDER_COUNT, ROUND(SUM(DISTINCT Order_Qty), 0) AS ORDER_QTY FROM [GEN_AI_NEW].[dbo].[late_order_reasons] WHERE Product_Form = 'S_PPGLCF' GROUP BY REASON_CATEGORY ORDER BY ORDER_QTY DESC;"
287345-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.BTP_BTR_KLM (
    SALESORDER_ID varchar,
    SALES_LINENUM varchar,
    SCHEDLINE varchar,
    PRODUCTFORM varchar,
    PLANT varchar,
    MOQ_STATUS varchar,
    ORDER_WIDTH float,
    ORDER_THICKNESS float,
    PRODUCED_MATERIAL varchar,
    CONSUMING_MATERIAL varchar,
    JSW_GRADE varchar,
    OUTPUT_WIDTH float,
    OUTPUT_THICKNESS float,
    CONSUMED_QTY float,
    BALANCE_TO_DISPATCH_QTY float,
    CUST_NAME varchar,
    OP_PROMISE_DATE date,
    ITEM varchar,
    PRODUCTIONORDERID varchar,
    ROUTINGID varchar,
    RES varchar,
    OPERATION varchar,
    OPERATIONSEQ varchar,
    PRIMARYRESOURCENAME varchar,
    PLANNEDSTARTDATE datetime2,
    PLANNEDENDDATE datetime2,
    QTYPRODUCED float,
    EPST date,
    LPST date,
    BALANCEQUEUETIME float,
    QTYSTARTED float,
    STDRUNTIME float,
    PLANNEDREADYDATE date,
    SIMULATION_NAME varchar,
    CRSD date,
    PRODUCTION_CONFIRMED varchar,
    FP_FIRST_COMMIT_DATE date,
    FP_LATEST_COMMIT_DATE date,
    ORDER_TYPE varchar,
    SEGMENT varchar,
    PRIORITY_NUM float,
    SEGMENTATION varchar,
    WIDTH smallint,
    THICKNESS float,
    LENGTH varchar,
    AL_ZINC_COATING_MIN varchar,
    TOP_COLOUR varchar,
    BOTTOM_COLOUR varchar,
    ZINC_COATING smallint,
    GUARD_FILM varchar,
    COIL_ID_MM smallint,
    CUST_SURFACE_FINISH varchar,
    S_SPANGLE_TYPE varchar,
    S_PASSIVATION varchar,
    S_PAINT_TYPE varchar,
    END_APPLICATION varchar,
    TIN_COAT_TOP varchar,
    TIN_COAT_BOT varchar,
    TIN_REDUCTION_TYPE varchar,
    TIN_PRODUCT_CATEGORY varchar,
    MODE_OF_TRANSPORT varchar,
    UNLOADING_POINT varchar,
    RECEIVING_POINT varchar,
    FG_GRADE varchar,
    GRADEFAMILY varchar,
    GRADE_CHARACTERISTIC varchar,
    COIL_WT_MIN float,
    COIL_WT_MAX float,
    FG_QTY varchar,
    WIP_QTY varchar,
    ORDER_LATENESS smallint,
    ORDER_STATUS varchar,
    PROD_RATE float,
    YIELD float
);



"
402260-sql,sql,What is the overall order completion status at the Kalmeshwar plant?,"SELECT ORDER_STATUS, ROUND(SUM(DISTINCT BALANCE_TO_DISPATCH_QTY), 0) AS ORDER_QTY, COUNT(DISTINCT ITEM) AS ORDER_COUNT, CONCAT(CAST(ROUND((COUNT(DISTINCT ITEM) * 100.0 / SUM(COUNT(DISTINCT ITEM)) OVER()), 0) AS INT), '%') AS PERCENT_ORDER_COUNT FROM [GEN_AI_NEW].[dbo].[BTP_BTR_KLM] WHERE OPERATION = 'PACKING' GROUP BY ORDER_STATUS;"
287383-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.P_val (
    index varchar,
    coef float,
    std_err float,
    t float,
    P_t float,
    _0_025 float,
    _0_975 float,
    Name varchar,
    RSQUARE float,
    ADJ_RSQUARE float,
    Importances float,
    Check float
);

"
402272-sql,sql,List the materials causing order delays.,"SELECT DISTINCT Late_Part AS LATE_PART, LATE_PART_TYPE, ROUND(SUM(Total_Quantity), 0) AS QTY_REQUIRED, CONCAT(ROUND(AVG(MFG_LATENESS), 0), ' ', 'Days') AS AVG_LATENESS, ROUND(SUM(DISTINCT Order_Qty), 0) AS ORDER_QTY, COUNT(DISTINCT PART_ID) AS ORDER_COUNT FROM [GEN_AI_NEW].[dbo].[late_order_reasons] WHERE Late_Part NOT LIKE '%Null%' AND Order_Qty > '50' AND Product_Form = 'S_PPGLCF' GROUP BY Late_Part, LATE_PART_TYPE ORDER BY Order_Qty DESC;"
407068-sql,sql,What are all the upstream resources and their utilization to produce 'PPGL_CL_HARD_PLAIN_0.35-0.45_1101-1235'?,"select a.res as Resource , a.product_group AS Product_Group, ROUND(b.pct_used,2) as [Resource Utilised %] from (Select distinct res,product_group from upstream_resources) a, (select pct_used, res from resource_utilization)b where a.res = b.res;"
407096-sql,sql,Which new customers can be identified for selling HR Coil Form Inventory based on their purchasing patterns?,"SELECT DISTINCT 'OEM' AS [Distribution Channel], a.sales_office AS [Sales Office], a.form AS [Product Form], 'AHSS' AS Grade, b.customer_name AS [Customer], b.strategy AS [Strategy], b.[avg_sales] AS [Average Sales], ROUND(b.avg_sales / 815, 2) AS [Dilution Proportion], ROUND(1148 * ROUND(b.avg_sales / 815, 2), 0) + 2 AS [Diluted Inventory]  FROM inv_stock_clear AS a  LEFT OUTER JOIN Inv_Liq_Hist AS b ON a.form = b.[lookup] AND a.thick BETWEEN b.thickness_min AND b.thickness_max AND a.width BETWEEN b.width_min AND b.width_max  WHERE a.form = 'S_HRCF' AND a.GRADE_GRP = 'API & High Strength Diversion' AND a.NCO_dECLARED = 'Yes' AND a.dc <> 'Stock Transfer' AND b.strategy IS NOT NULL  ORDER BY [Diluted Inventory] DESC;"
1840469-doc,documentation,,"The following columns are in the Inv_Liq_Hist table in the GEN_AI_NEW database:

|     | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME   | COLUMN_NAME   | DATA_TYPE   |
|----:|:----------------|:---------------|:-------------|:--------------|:------------|
| 325 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | DMDUNIT       | varchar     |
| 326 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | DMDGROUP      | varchar     |
| 327 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | LOC           | varchar     |
| 328 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | STARTDATE     | date        |
| 329 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | DUR           | float       |
| 330 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | TYPE          | float       |
| 331 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | EVENT         | varchar     |
| 332 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | QTY           | float       |
| 333 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | LOOKUP        | varchar     |
| 334 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | GRADE         | varchar     |
| 335 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | THICKNESS_MIN | float       |
| 336 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | THICKNESS_MAX | float       |
| 337 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | WIDTH_MIN     | float       |
| 338 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | WIDTH_MAX     | float       |
| 339 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | Customer_Name | varchar     |
| 340 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | Strategy      | varchar     |
| 341 | GEN_AI_NEW      | dbo            | Inv_Liq_Hist | Avg_Sales     | float       |"
407066-sql,sql,"Which items can be produced on the KCCL2 resource, along with their total demand, met demand, and unmet demand?","SELECT ITEM as Item, TOTAL_DEMAND AS Total_Demand, TOTAL_MET_DEMAND AS Met_Demand, (TOTAL_DEMAND - TOTAL_MET_DEMAND) AS Unmet_Demand FROM TOTAL_DEMAND order by Total_Demand DESC;"
401638-sql,sql,What is the production status of likely OTIF Failure Sales order/Lineitem?,"SELECT [SALES_ORDER_NUMBER] AS ""SALES ORDER NUMBER"", [LINE_ITEM_NUMBER] AS ""LINE ITEM NUMBER"", [SOLD_TO_PARTY] AS ""SOLD TO PARTY"", [DEMAND_GROUP] AS ""DEMAND GROUP"", [PRODUCT_FORM] AS ""PRODUCT FORM"", ITEM AS ""ITEM"", PLANT AS ""PLANT"", [PLANT_NAME] AS ""PLANT NAME"", BATCH AS ""BATCH"", MAX([PRODUCTION_TARGET_DATE]) AS ""PRODUCTION TARGET DATE"", MAX([ACTUAL_PRODUCTION_DATE]) AS ""ACTUAL PRODUCTION DATE"", MAX([ACTUAL_PRODUCTION_QUANTITY]) AS ""ACTUAL PRODUCTION QUANTITY"", AVG([TOTAL_PRODUCTION_QUANTITY]) AS ""TOTAL PRODUCTION QUANTITY"", AVG([PROMISED_TARGET_QUANTITY]) AS ""PROMISED TARGET QUANTITY"" FROM SALES_ORDER_STATUS WHERE OTIF='FAIL' GROUP BY [SALES_ORDER_NUMBER], [LINE_ITEM_NUMBER], [SOLD_TO_PARTY], [DEMAND_GROUP], [PRODUCT_FORM], ITEM, PLANT, [PLANT_NAME], BATCH;"
394107-sql,sql,Which plant can manufacture these product group?,"select DISTINCT loc AS Location, udc_product_group As Product_Group from plant_percentage"
289545-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.TOTAL_DEMAND (
    ITEM varchar,
    TOTAL_DEMAND int,
    Total_MET_DEMAND int
);





"
1840460-doc,documentation,,"The following columns are in the late_order_reasons table in the GEN_AI_NEW database:

|     | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME         | COLUMN_NAME           | DATA_TYPE   |
|----:|:----------------|:---------------|:-------------------|:----------------------|:------------|
| 147 | GEN_AI_NEW      | dbo            | late_order_reasons | Demand_Order          | varchar     |
| 148 | GEN_AI_NEW      | dbo            | late_order_reasons | Order_Qty             | float       |
| 149 | GEN_AI_NEW      | dbo            | late_order_reasons | Part_ID               | varchar     |
| 150 | GEN_AI_NEW      | dbo            | late_order_reasons | Order_Due_Date        | varchar     |
| 151 | GEN_AI_NEW      | dbo            | late_order_reasons | Days_Late             | tinyint     |
| 152 | GEN_AI_NEW      | dbo            | late_order_reasons | Late_Reason           | varchar     |
| 153 | GEN_AI_NEW      | dbo            | late_order_reasons | Mfg_Order             | varchar     |
| 154 | GEN_AI_NEW      | dbo            | late_order_reasons | Operation             | varchar     |
| 155 | GEN_AI_NEW      | dbo            | late_order_reasons | Late_Part             | varchar     |
| 156 | GEN_AI_NEW      | dbo            | late_order_reasons | Total_Quantity        | float       |
| 157 | GEN_AI_NEW      | dbo            | late_order_reasons | Quantity_from_Vendors | float       |
| 158 | GEN_AI_NEW      | dbo            | late_order_reasons | Latest_Delivery       | varchar     |
| 159 | GEN_AI_NEW      | dbo            | late_order_reasons | Latest_Time_Needed    | varchar     |
| 160 | GEN_AI_NEW      | dbo            | late_order_reasons | Mfg_Lateness          | float       |
| 161 | GEN_AI_NEW      | dbo            | late_order_reasons | Reason_Category       | varchar     |
| 162 | GEN_AI_NEW      | dbo            | late_order_reasons | RES                   | varchar     |
| 163 | GEN_AI_NEW      | dbo            | late_order_reasons | PRODUCT_FORM          | varchar     |
| 164 | GEN_AI_NEW      | dbo            | late_order_reasons | LATE_PART_TYPE        | varchar     |
| 165 | GEN_AI_NEW      | dbo            | late_order_reasons | ALTERNATE_PART        | varchar     |
| 166 | GEN_AI_NEW      | dbo            | late_order_reasons | CAMPAIGN_TYPE         | varchar     |
| 167 | GEN_AI_NEW      | dbo            | late_order_reasons | CAMPAIGN_START_DATE   | date        |
| 168 | GEN_AI_NEW      | dbo            | late_order_reasons | CAMPAIGN_END_DATE     | date        |"
402304-sql,sql,Which causal factors have a significant impact?,"SELECT DISTINCT [name] AS DFU, REVERSE(PARSENAME(REPLACE(REVERSE([Name]), '/', '.'), 1)) AS [Customer], REVERSE(PARSENAME(REPLACE(REVERSE([Name]), '/', '.'), 2)) AS [Product], [index] AS [Significant Causal Factors], ROUND(coef,2) AS Coefficients, ROUND(P_t,2) AS P_Value, ROUND(Importances,0) AS [Feature_Importance%] FROM [GEN_AI_NEW].[dbo].[p_val] WHERE [check] = 1 AND [index] <> 'const' AND name = 'R01/15/All_Location' ORDER BY [Feature_Importance%] DESC;"
401643-sql,sql,Why were allocations insufficient in the supply plan?,"SELECT [DEMAND_GROUP] AS ""DEMAND GROUP"", [PLANNING_ITEM] AS ""PLANNING ITEM"", [DEMAND_LOCATION] AS ""DEMAND LOCATION"", [FORECAST_DATE] AS ""FORECAST DATE"", PLANT AS ""PLANT"", [CONSTRAINT_FORECAST] AS ""CONSTRAINT FORECAST"", SUPPLY AS ""SUPPLY"", [INV_QUANTITY_PLANT] AS ""INV QUANTITY PLANT"", [INV_AT_PLANT] AS ""INV AT PLANT"", [ALLOCATION_QUANTITY] AS ""ALLOCATION QUANTITY"", [Order] AS ""Order"" FROM UDT_ALLOCATION_DETAIL_REPORT WHERE [ALLOCATION_QUANTITY] < [Order];"
401641-sql,sql,What is the current allocation status of these orders?,"SELECT [ALLOCATION_DEMAND_GROUP] AS ""ALLOCATION DEMAND GROUP"", [ALLOCATION_ITEM] AS ""ALLOCATION ITEM"", PLANT AS ""PLANT"", [AVAIL_DATE] AS ""AVAIL DATE"", [ALLOCATION_QUANTITY] AS ""ALLOCATION QUANTITY"", [CONSUMED_QUANTITY] AS ""CONSUMED QUANTITY"", [FREE_ALLOCATIONS] AS ""FREE ALLOCATIONS"" FROM UDT_ALLOCATION_DETAIL_REPORT WHERE [FREE_ALLOCATIONS]=0;"
285438-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.SNOP_Value_Add_RCA (
    Product varchar,
    Customer varchar,
    Month date,
    Cust_Segment varchar,
    Stat_Forecast float,
    CAM_Forecast float,
    BM_Forecast float,
    RM_Forecast float,
    SH_Forecast float,
    PH_Forecast float,
    Sales float,
    SNOE_Forecast_Addition float,
    Remaining_Per_Week_Qty float,
    Avg_3_month_sales float,
    Stat_Accuracy varchar,
    CAM_Accuracy varchar,
    BM_Accuracy varchar,
    RM_Accuracy varchar,
    SH_Accuracy varchar,
    PH_Accuracy varchar,
    CAM_Value_Add varchar,
    BM_Value_Add varchar,
    RM_Value_Add varchar,
    SH_Value_Add varchar,
    PH_Value_Add varchar,
    Highest_Forecast_accuracy varchar,
    Accuracy_Increase_Decrease varchar,
    New_Unconstraint_Accuracy varchar,
    Skip_Collaboration_Accuracy_Increase varchar
);

"
287094-ddl,ddl,,"
CREATE TABLE [GEN_AI_NEW].[dbo].[sales_order_status] (
    SALES_ORDER_NUMBER VARCHAR(255),
    LINE_ITEM_NUMBER VARCHAR(255),
    CUSTOMER_NAME VARCHAR(255),
    SOLD_TO_PARTY INT,
    DEMAND_GROUP VARCHAR(255),
    SHIP_TO_STATE VARCHAR(255),
    SHIP_TO_BRANCH VARCHAR(255),
    REGION VARCHAR(255),
    SEGMENT VARCHAR(255),
    PRODUCT_FORM VARCHAR(255),
    ITEM VARCHAR(255),
    PLANT_NAME VARCHAR(255),
    PLANT VARCHAR(255),
    ORDER_TYPE VARCHAR(255),
    DELIVERY_TARGET_DATE DATE,
    PROMISED_TARGET_QUANTITY SMALLINT,
    ORIGINAL_ORDER_QUANTITY SMALLINT,
    CAM VARCHAR(255),
    BATCH VARCHAR(255),
    PRODUCTION_TARGET_DATE DATE,
    ACTUAL_PRODUCTION_DATE DATE,
    DO_TARGET_DATE DATE,
    ACTUAL_DO_CREATION_DATE DATE,
    ACTUAL_INVOICE_CREATION_DATE DATE,
    ACTUAL_DELIVERY_DATE DATE,
    ACTUAL_PRODUCTION_QUANTITY SMALLINT,
    ACTUAL_DISPATCH_QUANTITY SMALLINT,
    ACTUAL_INVOICE_QUANTITY SMALLINT,
    TOTAL_PRODUCTION_QUANTITY SMALLINT,
    TOTAL_INVOICE_QUANTITY SMALLINT,
    [KEY] VARCHAR(255),
    OTIF VARCHAR(255)
);



"
402273-sql,sql,Are there any alternate materials that can be used?,"SELECT DISTINCT Late_Part AS LATE_PART, LATE_PART_TYPE, ROUND(SUM(Total_Quantity), 0) AS QTY_REQUIRED, Alternate_Part AS ALTERNATE_MATERIAL FROM [GEN_AI_NEW].[dbo].[late_order_reasons] WHERE Late_Part NOT LIKE '%Null%' AND Order_Qty > '50' AND Product_Form = 'S_PPGLCF' GROUP BY Late_Part, LATE_PART_TYPE, Alternate_Part ORDER BY QTY_REQUIRED DESC;"
400092-sql,sql,What is the forecast value added by each stakeholder?,"select distinct Customer, CONVERT ( varchar,MONTH, 32) AS Month, round(Sales,0) as Sales,CAM_Value_Add,BM_Value_Add,RM_Value_Add,SH_Value_Add,PH_Value_Add from SNOP_Value_Add_RCA where month ='01-06-2024' and cust_segment ='NA' and product='Product Family' and Customer in ('Domestic','Exports') order by 4 desc;"
407075-sql,sql,"What are the Unrestricted Quantity, Inspection Quantity, Blocked Quantity, and In-Hand Stock Quantity by Distribution Channel?","select dc as [Distribution Channel],round(sum(uq),0) as [Unrestricted Quantity],round(sum(iq),0) as [Inspection Quantity], round(sum(bq),0) as [Blocked Quantity],round(sum(sq),0) as [In Hand Stock Quantity],round(100*round(sum(uq),0)/round(sum(sq),0),0) AS [Unutilized Inventory%] from Inv_Stock_Clear where NCO_DECLARED='Yes' and dc<>'Stock Transfer' group by dc order by [In Hand Stock Quantity] desc;"
